CEP	BAIRRO_CANDIDATO	CLIENTES	PERCENTUAL	STATUS	FAMILIAS
74480330	NOVO PLANALTO	45	97.8	REVISAR_95	NOVO PLANALTO (44) | JARDIM COLORADO (1)
74480340	NOVO PLANALTO	41	97.6	REVISAR_95	NOVO PLANALTO (40) | JARDIM COLORADO (1)
74480350	NOVO PLANALTO	52	96.2	REVISAR_80	NOVO PLANALTO (50) | JARDIM COLORADO (1) | CANDIDA DE MORAES (1)
74480355	NOVO PLANALTO	47	97.9	REVISAR_95	NOVO PLANALTO (46) | JARDIM VISTA BELA (1)
74480382	NOVO PLANALTO	19	89.5	REVISAR_80	NOVO PLANALTO (17) | RESIDENCIAL PRIVE NORTE (1) | VILA MARTINS (1)
74480387	NOVO PLANALTO	3	66.7	REVISAR_AMBIGUO	NOVO PLANALTO (2) | PERIM (1)
74480390	NOVO PLANALTO	29	96.6	REVISAR_95	NOVO PLANALTO (28) | JARDIM COLORADO (1)
74480430	JARDIM CURITIBA IV	23	78.3	REVISAR_AMBIGUO	JARDIM CURITIBA IV (18) | JARDIM CURITIBA (4) | JARDIM LIBERDADE (1)
74480440	JARDIM CURITIBA IV	17	82.4	REVISAR_80	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (3)
74480450	JARDIM CURITIBA IV	40	75.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (30) | JARDIM CURITIBA (10)
74480460	JARDIM CURITIBA IV	15	60.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5) | PARQUE MARACANA (1)
74480470	JARDIM CURITIBA	7	57.1	REVISAR_AMBIGUO	JARDIM CURITIBA (4) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	JARDIM CURITIBA IV	3	66.7	REVISAR_AMBIGUO	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (1)
74480485	JARDIM CURITIBA	6	50.0	REVISAR_AMBIGUO	JARDIM CURITIBA (3) | JARDIM CURITIBA LV (1) | JARDIM VISTA BELA (1) | JARDIM CURITIBA IV (1)
74480500	JARDIM CURITIBA IV	5	80.0	REVISAR_80	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (1)
74480510	JARDIM CURITIBA IV	2	50.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)
74480520	JARDIM CURITIBA IV	11	90.9	REVISAR_80	JARDIM CURITIBA IV (10) | JARDIM CURITIBA (1)
74480530	JARDIM CURITIBA IV	17	88.2	REVISAR_80	JARDIM CURITIBA IV (15) | JARDIM CURITIBA (2)
74480540	JARDIM CURITIBA IV	6	83.3	REVISAR_80	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	JARDIM CURITIBA IV	6	66.7	REVISAR_AMBIGUO	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480560	JARDIM CURITIBA IV	14	64.3	REVISAR_AMBIGUO	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5)
74480570	JARDIM CURITIBA IV	10	80.0	REVISAR_80	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (2)
74480590	JARDIM CURITIBA IV	6	66.7	REVISAR_AMBIGUO	JARDIM CURITIBA IV (4) | RESIDENCIAL FORTALEZA (1) | JARDIM CURITIBA (1)
74480600	JARDIM CURITIBA IV	2	50.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)
74480610	JARDIM CURITIBA	5	40.0	REVISAR_AMBIGUO	JARDIM CURITIBA (2) | JARDIM CURITIBA IV (2) | PARQUE TREMENDAO (1)
74480620	JARDIM CURITIBA IV	8	75.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (6) | JARDIM CURITIBA (2)
74480640	JARDIM CURITIBA IV	5	60.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (3) | JARDIM CURITIBA (2)
74480650	JARDIM CURITIBA IV	30	63.3	REVISAR_AMBIGUO	JARDIM CURITIBA IV (19) | JARDIM CURITIBA (8) | JARDIM LIBERDADE (1) | SAO CARLOS (1) | VILA MUTIRAO (1)
74480660	JARDIM CURITIBA IV	11	72.7	REVISAR_AMBIGUO	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (3)
74480710	MANSOES PARAISO	2	50.0	REVISAR_AMBIGUO	MANSOES PARAISO (1) | JARDIM CURITIBA (1)
74480720	MANSOES PARAISO	2	50.0	REVISAR_AMBIGUO	MANSOES PARAISO (1) | JARDIM CURITIBA II (1)
74480800	JARDIM CURITIBA IV	11	45.5	REVISAR_AMBIGUO	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (2) | JARDIM CURITIBA 3 (1) | VILA MUTIRAO (1) | JARDIM CURITIBA II (1) | JARDIM CURITIBA 2 (1)
74481030	JARDIM CURITIBA IV	2	50.0	REVISAR_AMBIGUO	JARDIM CURITIBA IV (1) | JARDIM CURITIBA 2 (1)
74481220	JARDIM CURITIBA	2	50.0	REVISAR_AMBIGUO	JARDIM CURITIBA (1) | JARDIM CURITIBA 2 (1)
74481580	JARDIM CURITIBA	4	75.0	REVISAR_AMBIGUO	JARDIM CURITIBA (3) | JARDIM CURITIBA 2 (1)
74481615	RESIDENCIAL GREEN PARK	5	80.0	REVISAR_80	RESIDENCIAL GREEN PARK (4) | VILA MUTIRAO (1)
74481620	RESIDENCIAL GREEN PARK	7	71.4	REVISAR_AMBIGUO	RESIDENCIAL GREEN PARK (5) | VILA MUTIRAO (1) | GREEN PARK (1)
74481640	RESIDENCIAL GREEN PARK	12	83.3	REVISAR_80	RESIDENCIAL GREEN PARK (10) | VILA MUTIRAO (1) | RES GREEN PARK (1)
74481700	MANSOES PARAISO	32	62.5	REVISAR_AMBIGUO	MANSOES PARAISO (20) | RESIDENCIAL MANSOES PARAISO (12)
74481705	MANSOES PARAISO	48	70.8	REVISAR_AMBIGUO	MANSOES PARAISO (34) | RESIDENCIAL MANSOES PARAISO (13) | MANCOES PARAISO (1)
